Analyst : Administrator
SampleID : Welna_hydroliza_weglany_5_03
Sample : Welna_hydroliza_weglany_5_03
Sample Injected : 27.03.2024 13:00:33
Range : 10000000 µRIU
Rate : 10 per sec.
Bipolar : Yes
Amount : 0
Dilution : 1
ISTD Amount : 0
Inj. Volume : 0.02
Retention Unit : Seconds
Detector Unit : µRIU
Y Axis Title: Refractive Index
Data Original : C:\ClarityChrom\DataFiles\2024-02-19 polysep-gfc-1000 90P 0p1M Na2HPO4 10P MeOH\Data\378_Welna_hydroliza_weglany_5_03.prm
Converted : 09.05.2024 13:06:02

[Min.]	[µRIU]
0	-0.023779068142175674
0.0016666666666666668	-0.023954851552844048
0.0033333333333333335	-0.025869794189929962
0.0050000000000000001	-0.024587616324424744
0.0066666666666666671	-0.024051325395703316
0.0083333333333333332	-0.0231670793145895
0.01	-0.0085718194022774696
0.011666666666666667	-0.0031715731602162123
0.013333333333333334	-0.0011734820436686277
0.014999999999999999	-0.0022435309365391731
0.016666666666666666	-0.014689061790704727
0.018333333333333333	-0.0043577277101576328
0.02	-0.0014232255052775145
0.021666666666666667	-0.0014893952757120132
0.023333333333333334	-0.0039047172758728266
0.025000000000000001	-0.0039611170068383217
0.026666666666666668	-0.0032694465480744839
0.028333333333333332	-0.0034914389252662659
0.029999999999999999	-0.0015358140226453543
0.031666666666666669	-0.0035912611056119204
0.033333333333333333	-0.0033149020746350288
0.035000000000000003	-0.0037837487179785967
0.036666666666666667	-0.0030726294498890638
0.03833333333333333	-0.002338402671739459
0.040000000000000001	-0.0010272329673171043
0.041666666666666664	-0.0017309078248217702
0.043333333333333335	-0.0018719834042713046
0.044999999999999998	-0.001962658017873764
0.046666666666666669	-0.0025506876409053802
0.048333333333333332	-0.0027987640351057053
0.050000000000000003	-0.0020664362236857414
0.051666666666666666	-0.0026505079586058855
0.053333333333333337	-0.00024090328952297568
0.055	-0.00066877267090603709
0.056666666666666664	-0.0019213334890082479
0.058333333333333334	-0.0033264667727053165
0.059999999999999998	-0.003912163432687521
0.061666666666666668	-0.0026089572347700596
0.063333333333333339	-0.0018788350280374289
0.065000000000000002	0.00010910774290096015
0.066666666666666666	0.0016202876577153802
0.068333333333333329	0.0031869006343185902
0.070000000000000007	0.0026378151960670948
0.07166666666666667	0.0057806898839771748
0.073333333333333334	0.0041048051789402962
0.074999999999999997	0.0020812966395169497
0.076666666666666661	0.0045534134842455387
0.078333333333333338	0.0064081135205924511
0.080000000000000002	0.0091127306222915649
0.081666666666666665	0.0079033663496375084
0.083333333333333329	0.0052356673404574394
0.085000000000000006	0.0015071915695443749
0.08666666666666667	0.0007613571360707283
0.088333333333333333	0.0032145255245268345
0.089999999999999997	0.0042623784393072128
0.09166666666666666	0.0062160007655620575
0.093333333333333338	0.0065295761451125145
0.095000000000000001	0.0046364320442080498
0.096666666666666665	0.0045808986760675907
0.098333333333333328	0.0032507455907762051
0.10000000000000001	0.0030600877944380045
0.10166666666666667	0.0045082145370543003
0.10333333333333333	0.0066408626735210419
0.105	0.0051561859436333179
0.10666666666666667	0.003834250383079052
0.10833333333333334	0.004941942635923624
0.11	0.0018783129053190351
0.11166666666666666	0.0011984928278252482
0.11333333333333333	0.001418706146068871
0.115	0.0030639164615422487
0.11666666666666667	0.0030071244109421968
0.11833333333333333	0.0025608150754123926
0.12	0.003982441034168005
0.12166666666666667	0.0053438055329024792
0.12333333333333334	0.0051613240502774715
0.125	0.0058654290623962879
0.12666666666666668	0.008638567291200161
0.12833333333333333	0.010910521261394024
0.13	0.011272269301116467
0.13166666666666665	0.0099908877164125443
0.13333333333333333	0.01019658800214529
0.13500000000000001	0.0085774911567568779
0.13666666666666666	0.0083866594359278679
0.13833333333333334	0.0081504397094249725
0.14000000000000001	0.0088444678112864494
0.14166666666666666	0.0083952266722917557
0.14333333333333334	0.0083034085109829903
0.14499999999999999	0.0077200988307595253
0.14666666666666667	0.0090883197262883186
0.14833333333333334	0.0088762464001774788
0.14999999999999999	0.010050654411315918
0.15166666666666667	0.010215921327471733
0.15333333333333332	0.0094012226909399033
0.155	0.0076277195475995541
0.15666666666666668	0.0066069792956113815
0.15833333333333333	0.0084066260606050491
0.16	0.0084142731502652168
0.16166666666666665	0.0091443406417965889
0.16333333333333333	0.0089729707688093185
0.16500000000000001	0.0083749303594231606
0.16666666666666666	0.0085153831169009209
0.16833333333333333	0.0090785771608352661
0.17000000000000001	0.010380057618021965
0.17166666666666666	0.0088052237406373024
0.17333333333333334	0.0087802549824118614
0.17499999999999999	0.009205179288983345
0.17666666666666667	0.0087206652387976646
0.17833333333333334	0.0091263707727193832
0.17999999999999999	0.0090931709855794907
0.18166666666666667	0.010838527232408524
0.18333333333333332	0.0092626269906759262
0.185	0.0097305262461304665
0.18666666666666668	0.010615387000143528
0.18833333333333332	0.010771115310490131
0.19	0.010865287855267525
0.19166666666666668	0.009915744885802269
0.19333333333333333	0.010488927364349365
0.19500000000000001	0.008261408656835556
0.19666666666666666	0.0084247197955846786
0.19833333333333333	0.0088695492595434189
0.20000000000000001	0.0077176261693239212
0.20166666666666666	0.0078902877867221832
0.20333333333333334	0.0089318864047527313
0.20499999999999999	0.0069861658848822117
0.20666666666666667	0.0057238498702645302
0.20833333333333334	0.004996154922991991
0.20999999999999999	0.0024070465005934238
0.21166666666666667	0.0011641139863058925
0.21333333333333335	0.0043778340332210064
0.215	0.0078225219622254372
0.21666666666666667	0.0066104969009757042
0.21833333333333332	0.0052719707600772381
0.22	0.004982480313628912
0.22166666666666668	0.0082281334325671196
